course_id,course_name,category,main_category,syllabus_source,syllabus_item_count,existing_syllabus_details
"corp-42","ETL Testing","ETL","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to ETL and ETL Testing | Understanding ETL | Overview of ETL (Extract, Transform, Load) and its Role in Data Integration | Basics of ETL Testing: What is ETL Testing and How It Differs from Traditional Testing | Types of ETL Testing: Data Completeness, Accuracy, Transformation, Performance, etc. | ETL Tester’s Role and Tools | Role and Responsibilities of an ETL Tester: Skills and Industry Expectations | Overview of Common ETL Tools: Introduction to Informatica, Talend, SSIS | Hands-on with an ETL Testing Tool: Introduction to using Talend or Informatica | ETL Testing Process and Methodology | ETL Testing Lifecycle | ETL Testing Phases: Requirement Gathering, Test Planning, Execution, and Closure | Test Planning and Test Scenarios: How to Create Test Plans and Design Test Scenarios | Test Data Preparation: Preparing and Managing Test Data for ETL Testing | Test Execution and Automation | ETL Test Execution and Defect Management: Executing Tests and Logging Issues | Test Reporting and Closure: Best Practices for Reporting Test Results | Introduction to ETL Testing Automation: Overview of Automation in ETL Testing | Hands-on with an ETL Testing Tool: Step-by-Step Guide Using an ETL Testing Tool | ETL Testing Techniques and Best Practices | Data Completeness and Transformation Testing | Data Completeness and Data Accuracy Testing: Ensuring Data Integrity Post-Transformation | Data Transformation Testing: Validating Complex Transformations and Calculations | Data Quality and Validation: Techniques for Ensuring Data Quality | Performance and Regression Testing | Performance and Scalability Testing: Ensuring Efficient ETL Processes for Large Data Volumes | Regression Testing in ETL: Ensuring Changes Don't Impact Existing Functionality | ETL Testing Challenges and Solutions: Addressing Common Issues in ETL Testing | Advanced Hands-On with Data Quality Tools: Practical Exercise Using Talend Data Quality | Data Quality in ETL Testing | Data Quality Fundamentals | What is Data Quality and Why It Matters in ETL Processes | Data Profiling Techniques: Assessing Data Quality Using Profiling Tools | Data Cleansing Methods: Practical Steps to Cleanse Data Before Loading | Real-Time Data Validation and Ongoing Quality Assurance | Real-Time Data Validation Techniques: Ensuring Data Validity During ETL Processes | Maintaining Data Quality in ETL Pipelines: Best Practices for Ongoing Data Quality Assurance | Hands-on Data Quality Testing Project: Mini-Project to Apply Data Quality Concepts | Data Anomaly Detection and Handling | Introduction to Data Anomalies | What are Data Anomalies and Their Impact on ETL Processes | Common Types of Data Anomalies: Outliers, Duplicates, Missing Values | Techniques for Detecting Data Anomalies: Using Statistical and Machine Learning Techniques | Handling and Real-Time Detection of Anomalies | Handling Data Anomalies: How to Clean, Transform, or Address Data Anomalies | Real-Time Anomaly Detection in ETL: Implementing Real-Time Anomaly Detection in ETL Processes | Hands-on Anomaly Detection Exercise: Practical Exercise Using Tools to Identify and Handle Anomalies | Data Lineage in ETL Testing | Introduction to Data Lineage | What is Data Lineage? Understanding Its Importance in ETL Processes | Data Lineage Techniques: Methods to Track Data Flow from Source to Destination | Tools for Data Lineage Tracking: Overview of Popular Data Lineage Tools | Data Lineage Challenges and Best Practices | Data Lineage Challenges: Common Issues and How to Overcome Them | Best Practices for Data Lineage Tracking in ETL Processes | Hands-on Exercise with Data Lineage Tools: Practical Application Using a Data Lineage Tool | Data Governance and Compliance | Introduction to Data Governance | Understanding Data Governance and Its Role in ETL Testing | Basics of Data Privacy and Compliance: Overview of GDPR, HIPAA, and Other Data Regulations"
"corp-43","BDD with Cucumber","Automation","corporate","notion_courses_enriched.json > syllabus_outline","39","Introduction to BDD and Cucumber | What is BDD and Cucumber? | BDD vs TDD vs ATDD | Why Use BDD and Cucumber? | The Three Amigos | Myths about BDD | Getting Started with Cucumber | Install Cucumber Eclipse Plugin | Create a Maven Project (Add dependencies) | Writing and Running Cucumber Tests | Overview of Feature Files | Gherkin Syntax | Writing a Feature | Writing a Scenario | Given-When-Then Structure | Step Definition | Running Cucumber Tests (Test Runner) | Cucumber Options | Advanced Cucumber Integration and Best Practices | Parameterization in Cucumber | Data-Driven Testing | Data Tables/Maps in Cucumber | Integrating Selenium with BDD Framework | Assertions to Test Using TestNG | Integrations with Appium, WebDriver IO, JUnit, Jenkins, Maven | Background Keyword | Tags | Hooks | Tagged Hooks | Execution Order of Hooks | Final Session: | BDD Standard Steps | Best Practices for BDD and Cucumber | Cucumber Interchangeable Keywords | Cucumber Report Plugins | Living Documentation Generator | Project Work: | Real-world Examples 1 & 2 | Final Project"
"corp-44","Prompt Engineering for Testers","AI and Testing","corporate","notion_courses_enriched.json > syllabus_outline","43","Introduction to AI and Prompt Engineering in Software Testing | Introduction to AI in Software Testing | Role of AI in Modern QA | What is Prompt Engineering? | Key Components of Effective Prompts | Understanding Context and Token Limits | Best Practices and Common Pitfalls | Crafting Effective Prompts for Testing | Writing Basic Prompts for QA Tasks | Input Formatting | Context Setting | Task Description | Output Formatting | Constraints and Requirements | Advanced Prompt Techniques | Zero-shot Prompting | Few-shot Prompting | Chain of Thought | Role-based Prompting | Practical Applications in Testing | Implementing Different Prompt Patterns | Test Case Generation Basics | Effective Bug Report Writing with AI | Test Data Generation Techniques | Testing-Related Prompts and Automation | User Story Analysis | Acceptance Criteria Generation | Edge Case Identification | Test Strategy Development | Test Suite Optimization | Specialized Testing and Reporting with Prompts | Automated Script Generation | Test Result Analysis | Defect Pattern Recognition | Status Report Generation | UI/UX, API, Mobile Testing Prompts | Cross-Browser Testing and Localization | Performance, Security, and Accessibility Testing Prompts | Prompt Chaining & Multi-turn Conversations | Context Window Management | Error Handling & Edge Case Management | Budget Planning, Resource Optimization, and ROI Measurement | Usage Monitoring"
"corp-45","Robot Framework","Web Automation","corporate","notion_courses_enriched.json > syllabus_outline","46","Week 1: Introduction to Robot Framework and Test Automation Basics | Introduction to Robot Framework | Overview of Test Automation in Software Development | Key Features and Advantages of Robot Framework | Setting up Robot Framework Environment | Understanding Robot Framework Syntax and Structure | Writing Simple Test Cases | Test Suite and Test Case Organization | Introduction to Keywords in Robot Framework | Writing Test Cases and Advanced Test Management | Writing Simple and Complex Test Cases | Creating Custom Keywords | Organizing Test Data in Robot Framework | Variables and Data Types in Robot Framework | Test Suite Structure and Organization | Setting Up and Using Tags for Test Case Management | Test Setup and Teardown Methods | Handling Test Case Dependencies | Control Flow and Automation Enhancements | Parameterization in Robot Framework | Utilizing For Loops, IF Statements, and Other Control Structures | Creating Modular Test Cases | Advanced Test Data Management | Using Built-in Robot Framework Libraries | Introduction to External Libraries in Robot Framework | Handling External Files (CSV, Excel) | Integration with External Tools | Integrating Robot Framework with Selenium for Web Automation | Connecting Robot Framework with API Testing (Requests Library) | Database Testing with Robot Framework | Integrating with Jenkins for Continuous Integration | Integrating with Version Control Systems (GIT) | Performance, Security, and Mobile Testing with Robot Framework | Performance Testing with Robot Framework | Security Testing Using Robot Framework | Running Tests in Parallel (Parallel Execution) | Mobile Testing with Robot Framework (Appium Integration) | Handling Web Services and APIs in Robot Framework | Integrating Robot Framework with Cloud Testing Platforms | Reporting, Debugging, and Best Practices | Robot Framework Reporting and Logs | Debugging Test Cases and Handling Errors | Best Practices for Writing Efficient Test Cases | Optimizing Test Suites for Faster Execution | Robot Framework for Continuous Testing in CI/CD Pipelines | Hands-on Project: Implementing a Test Suite Using Robot Framewor"
"corp-46","Salesforce Testing","Salesforce Testing","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to Salesforce and Testing Basics | Introduction to Salesforce Platform | Overview of Salesforce Cloud (Sales Cloud, Service Cloud, Marketing Cloud) | Salesforce Architecture Overview | Basics of Salesforce Testing | Differences between Salesforce Development and Testing | Introduction to Salesforce Testing Lifecycle | Types of Testing in Salesforce (Unit Testing, Functional Testing, Integration Testing, Regression Testing) | Understanding Salesforce Test Data Management | Introduction to Testing Strategies in Salesforce | Salesforce Testing Tools and Automation Frameworks | Overview of Tools for Salesforce Testing (Selenium, Provar, Worksoft, etc.) | Setting Up Salesforce Test Environment | Introduction to Salesforce DX (Developer Experience) for Testing | Introduction to Test Automation in Salesforce | Salesforce Test Automation Frameworks (Provar, Selenium, and others) | Understanding and Implementing Page Object Model (POM) in Salesforce | Integration with Jenkins for CI/CD in Salesforce | Hands-on: Setting up an Automation Framework for Salesforce Testing | Functional Testing in Salesforce | Functional Testing in Salesforce: Concepts and Best Practices | Functional Testing of Standard Objects (Leads, Opportunities, Contacts) | Functional Testing of Custom Objects in Salesforce | Writing Test Scenarios for Functional Testing | Exploring Salesforce Lightning vs Classic UI for Functional Testing | Testing Visualforce Pages and Apex Classes | Working with Salesforce Process Builder and Workflow Rules for Testing | Hands-on: Functional Testing of Custom and Standard Salesforce Objects | Manual Testing and Regression Testing in Salesforce | Manual Testing Techniques in Salesforce | Navigating and Testing Salesforce UI Components (Buttons, Links, Menus, etc.) | Salesforce Lightning Component Testing | Handling Batch Testing and Test Cycles | Regression Testing in Salesforce: Concepts and Best Practices | Testing Salesforce Updates and Patches | Best Practices for Regression Testing in Salesforce | Hands-on: Performing Regression Testing on a Salesforce Instance | Week 5: Integration and API Testing in Salesforce | Introduction to API Testing in Salesforce | Working with RESTful APIs in Salesforce | Working with Salesforce SOAP API | Understanding the Salesforce Integration Patterns | Automated API Testing with Postman and REST Assured | Mocking Salesforce APIs for Testing | Testing External Integrations (Middleware, 3rd Party Applications) | Hands-on: Integrating Salesforce with an External System and Testing the Integration | Week 6: Performance and Security Testing in Salesforce | Performance Testing Concepts for Salesforce | Tools for Salesforce Performance Testing (JMeter, Selenium, etc.) | Conducting Load and Stress Testing for Salesforce Applications | Best Practices for Performance Testing Salesforce | Security Testing in Salesforce: Understanding Salesforce Security Model | Testing Salesforce Security Settings (Profiles, Permissions, Roles, etc.) | Best Practices for Security Testing in Salesforce | Hands-on: Security Testing of Salesforce Configuration and Custom Code | Salesforce Data Validation, Testing for Automation, and CI/CD | Data Validation in Salesforce: Testing Data Integrity | Validation Rules and Formula Fields in Salesforce | Test Data Preparation for Salesforce Testing | Testing for Large Data Volumes (LDV) in Salesforce"
"corp-47","Bootcamp for Freshers","Fresher Bootcamp","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to Software Testing and Java Fundamentals | Introduction to Software Testing | Introduction to Java Programming for Test Automation | Manual Testing Fundamentals and Core Java Concepts | Manual Testing Fundamentals | Core Java Programming Concepts | Types of Testing and Advanced Java Concepts | Types of Software Testing | Advanced Java Concepts | Introduction to Test Automation with Java | Test Automation Introduction | Selenium WebDriver Setup and Basics | Selenium WebDriver with Java | Advanced Selenium WebDriver Concepts | TestNG Framework with Java | Version Control, CI/CD, and Java Integration | Version Control with Git | CI/CD Concepts | API Testing | Introduction to API Testing | API Testing Automation with Java | Performance Testing Basics | Introduction to Performance Testing | Performance Testing with JMeter | Mobile Testing with Java | The Role of QA in Software Development Lifecycle (SDLC) | Types of Testing: Manual vs. Automated Testing | Importance of QA in Business and Customer Satisfaction | Common QA Terminology (Bugs, Test Cases, Test Plans) | Java Development Environment Setup (JDK, IDE) | Core Java Concepts: Variables, Data Types, Loops, Conditionals | Writing Your First Java Program | Types of Manual Testing: Functional Testing, Regression Testing, UAT | Writing Test Plans and Test Cases | Test Case Design Techniques (Positive, Negative, Boundary Value) | Defect Reporting and Tracking | Object-Oriented Programming (OOP) Concepts: Classes, Objects, Methods | Inheritance, Polymorphism, Encapsulation, and Abstraction | Java Collections: List, Set, Map | Exception Handling and File I/O Basics | Functional Testing: Unit, Integration, System, UAT | Non-Functional Testing: Performance, Security, Usability | Manual vs Automated Testing Comparison | Working with Java Collections (Lists, Sets, Maps) | Understanding Streams and Lambda Expressions | Multi-threading Basics | Introduction to Java Frameworks for Testing (JUnit, TestNG) | Why Automation Testing is Important | Benefits and Challenges of Automation | Overview of Test Automation Tools (Selenium, Appium) | Java Libraries for Test Automation (JUnit, TestNG, Selenium WebDriver) | Introduction to Selenium WebDriver | Setting Up Selenium with Java | Writing Basic Selenium WebDriver Scripts | Interacting with Web Elements: Click, SendKeys, Get Text, etc. | Handling Web Elements (Dropdowns, Popups, Alerts, Frames) | Synchronization in Selenium (Implicit Wait, Explicit Wait) | Working with Different Browsers in Selenium | Writing Reusable Methods for Web Automation | Introduction to TestNG"
"corp-48","Performance Engineering Bootcamp","Performance Engineering","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to Performance Engineering | Skill Set Required to Be a Successful Performance Engineer | Where Do We Lag as Performance Testers When It Comes to Performance Engineering? | Various Engineering Activities & Tools Across SDLC | Expectations from a Performance Engineer During Interviews and Project Execution | Think Like a Developer | Java Performance Engineering and JVM Architecture | Why Java & Get Your Basics | Understanding JVM Architecture | Thread Analysis | Introduction to Java Threads and How They Are Handled by JVM | Thread Status and Analyzing Health During Load Test Execution | Thread Dump Analysis and Identifying Bottlenecks | Thread Configuration and Its Impact on Performance | Java Memory Management Part 1 | Deep Dive into Memory Allocations | Tuning Java Memory Settings | Creating Memory Issues/Leaks and Monitoring the Heap | Heap Dump Analysis for Identifying Memory Leaks | Java Memory Management Part 2 - Garbage Collection | Introduction to Garbage Collection Concepts | Memory Management with Garbage Collection | GC Tuning and Optimizing Performance | CPU Profiling & Response Time Analysis | Identifying CPU Hotspots | Technical and Soft Skills Overview | Core Skills: Load Testing, Performance Monitoring, Problem-Solving, Data Analysis, and Communication | Tools and Technologies in Performance Engineering (JMeter, LoadRunner, etc.) | Differences between Performance Testing and Performance Engineering | Understanding the Full SDLC (Software Development Lifecycle) and Its Impact on Performance Engineering | Identifying Gaps in Testing Strategies | Involvement of Performance Engineers in Design, Development, and Testing Phases | Tools for Load Testing, Monitoring, and Profiling (JMeter, Grafana, Prometheus, etc.) | Analyzing System Metrics and Defining Performance Benchmarks | What Hiring Managers Look for in a Performance Engineer | Practical Approaches to Performance Engineering Challenges | Collaboration with Developers, QA, and Operations Teams | Introduction to Java and its Performance Considerations | Understanding the JVM (Java Virtual Machine) | Key JVM Components: JDK/JRE/JVM | Types of JVMs and Their Impact on Performance | Importance of Java in Performance Engineering | Basics of Java Memory Management and Optimization | JVM Garbage Collection Concepts and Tools | Memory Management in the JVM: Heap, Stack, Metaspace | Execution Engine and Thread Management | Understanding and Analyzing Threads | Practical Session: How to Think Like a Developer to Be a Better Performance Engineer | Understanding Threads, Thread Life Cycle, and Thread Management in Java | How JVM Schedules and Handles Threads | Thread States: NEW, RUNNABLE, BLOCKED, WAITING, TERMINATED | Identifying Threading Issues During Load Testing | Tools for Monitoring and Analyzing Threads (jvisualvm, jprofiler) | Practical Examples of Thread Issues in Load Testing | What is a Thread Dump? | How to Take and Analyze Thread Dumps | Identifying Deadlocks, Blocking, and Bottlenecks in Threads | Hands-on Session: Taking Thread Dumps and Analyzing Performance Issues | Understanding Thread Pools and Connection Pool Concepts | Tuning Thread Settings in Servers"
"corp-49","SoapUI","API Testing","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to SoapUI and API Testing Fundamentals | Introduction to SoapUI | Understanding API Testing | Basic SoapUI Functional Testing | Advanced Functional Testing in SoapUI | Working with SOAP Web Services | Working with REST Web Services | Advanced Assertions in SoapUI | Data-Driven Testing with SoapUI | Introduction to Data-Driven Testing | Creating Data-Driven Test Cases in SoapUI | Using Groovy Scripting for Advanced Data-Driven Testing | Security Testing with SoapUI | Introduction to Security Testing in SoapUI | Basic Security Scenarios | Advanced Security Testing with SoapUI | Load Testing with SoapUI | Introduction to Load Testing in SoapUI | Monitoring Load Test Results | Advanced Load Testing Scenarios | Test Case Management and Automation with SoapUI | Introduction to Test Case Management in SoapUI | Test Case Automation in SoapUI | Advanced Test Automation with Groovy Scripts | SoapUI Integration and Continuous Testing | What is SoapUI? | Types of Testing: Functional, Load, Security, and Compliance Testing | Getting Started with SoapUI: Installation and Setup | Overview of SoapUI Interface and Features | What is an API? | Difference Between SOAP and REST APIs | The Importance of API Testing in Modern Development | Key Concepts: Request, Response, HTTP Methods (GET, POST, PUT, DELETE) | Creating Your First Project in SoapUI | Setting up SOAP and REST Requests | Sending Requests and Receiving Responses | Understanding the Structure of SOAP and REST Messages | Validating Responses with Assertions | Creating and Configuring SOAP Projects | WSDL (Web Service Definition Language) and Its Role in SOAP Web Services | Sending and Validating SOAP Requests | Configuring SOAP Message Headers and Security | Creating and Configuring REST Projects in SoapUI | Understanding RESTful API Structure | Sending and Validating REST Requests | Handling Query Parameters, Headers, and JSON/XML Responses | Types of Assertions (Response Code, Response Time, XPath, JSONPath, etc.) | Custom Assertions for Complex Validation | Assertions on Headers and SOAP Faults | Practical Exercises with Assertions in Real-World Scenarios | What is Data-Driven Testing? | Using External Data Sources (Excel, CSV, and Databases) | Connecting SoapUI to Data Sources for Parameterization | Parameterizing API Requests with Data | Iterating Over Multiple Data Sets | Validating Dynamic Data in Responses | Introduction to Groovy Scripting in SoapUI | Automating Test Data Generation with Groovy | Advanced Data-Driven Scenarios with Scripting | Best Practices for Managing Data in Test Cases"
"corp-50","SAP Testing Workshop","SAP Testing","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to SAP and SAP Testing | Overview of SAP Systems | Introduction to SAP Testing | SAP Testing Methodologies | Functional Testing in SAP | SAP Functional Testing Fundamentals | Test Case Design and Execution | Integration Testing in SAP | SAP Automation Testing | Introduction to SAP Test Automation | Automating Functional Test Cases | Advanced SAP Test Automation | Performance and Load Testing in SAP | Performance Testing Fundamentals | Creating Load Test Scenarios in SAP | SAP Stress and Scalability Testing | SAP Security Testing | Introduction to Security Testing in SAP | Security Test Case Design | Advanced Security Testing in SAP | SAP User Acceptance Testing (UAT) and Best Practices | User Acceptance Testing (UAT) in SAP | Collaboration Between Business and Testing Teams | SAP Testing Best Practices and Key Takeaways | What is SAP? Introduction to SAP ERP and SAP Modules (FICO, MM, SD, HR, etc.) | SAP Architecture: SAP R/3, SAP ECC, SAP S/4HANA | SAP Landscape: Development, Quality, and Production Systems | Understanding SAP Data Flow and Integration between Modules | Key Concepts in SAP Testing (Business Process, Master Data, Transactions) | What is SAP Testing and Why is it Important? | Types of SAP Testing: Functional Testing, Regression Testing, Integration Testing, User Acceptance Testing (UAT) | Testing SAP Functionalities vs. Non-Functional Testing | Key Challenges in SAP Testing | Manual Testing vs. Automation in SAP | Testing Tools Overview: SAP Solution Manager, HP Quality Center, and Third-Party Tools | Common Testing Strategies in SAP: Black-box Testing, White-box Testing | Understanding SAP Test Data Management | SAP Transport Management System (TMS) and Its Role in Testing | Understanding SAP Business Processes (Procure to Pay, Order to Cash, etc.) | Mapping Functional Requirements to Test Scenarios | Identifying Critical Business Transactions for Testing | SAP End-to-End Test Scenarios (Create Sales Order, Invoice Creation, Purchase Order Processing) | Writing Test Cases for SAP Modules (FICO, MM, SD, etc.) | Creating and Managing Test Data for Functional Tests | Executing SAP Tests Using SAP GUI | Capturing Test Results and Logging Issues | Introduction to SAP Integration Testing (Cross-Module Testing) | Identifying Key Integration Points (e.g., between MM and SD, or HR and FICO) | Understanding the Role of IDocs, RFCs, and BAPIs in Integration Testing | SAP Transport Management and its Impact on Integration Testing | Practical Session on Cross-Module Integration Testing | Why Automate SAP Testing? Benefits of Automation in SAP Testing | Overview of SAP Test Automation Tools: SAP TAO, Worksoft Certify, and Others | Key Differences Between Manual and Automated SAP Testing | Introduction to SAP GUI Scripting for Automation | Setting Up SAP Test Automation Environment | Recording and Playback Using SAP GUI Scripting | Automating Repetitive Test Scenarios | Integrating SAP GUI Scripting with Third-Party Test Automation Tools (e.g., Selenium) | Using SAP TAO for Automating Business Processes"
"corp-51","Chaos Engineering","Chaos Engineering","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to Chaos Engineering | What is Chaos Engineering? | Chaos Engineering vs. Traditional Testing | Core Concepts of Chaos Engineering | Understanding the Chaos Engineering Lifecycle | Tools and Techniques for Chaos Engineering | Chaos Engineering Tools Overview | Setting Up a Chaos Engineering Environment | Creating Your First Chaos Experiment | Monitoring and Observability | Advanced Chaos Engineering Practices | Simulating Real-World Failures | Risk and Failure Tolerance in Chaos Engineering | Chaos Engineering in Cloud-Native Environments | Case Studies of Chaos Engineering | Scaling Chaos Engineering and Best Practices | Scaling Chaos Engineering Across Teams | Best Practices for Chaos Engineering | Scaling Chaos Engineering in Production | Final Hands-On Session: | Definition and Principles of Chaos Engineering | Historical Background and Evolution of Chaos Engineering | The Role of Chaos Engineering in Modern Systems | The Benefits of Chaos Engineering: Resilience, Reliability, and Risk Reduction | Comparison with Load Testing, Stress Testing, and Fault Injection | How Chaos Engineering Helps Uncover System Vulnerabilities | The Chaos Engineering Experiment: Hypothesis, Controlled Variables, and Observations | Building Resilient Systems: How to Identify and Test Weaknesses | Types of Failures to Test: Latency, Network Failures, Service Failures, and More | Experimentation Phase | Hypothesis Creation and Validation | Monitoring and Analyzing Results | Iterative Improvements for System Resilience | Introduction to Popular Chaos Engineering Tools: | Choosing the Right Tool Based on Your Infrastructure | Gremlin : A Chaos Engineering Platform | Chaos Monkey : Randomly Terminating Virtual Machines in AWS | LitmusChaos : Cloud-Native Chaos Engineering Framework | Chaos Toolkit : Open Source Chaos Engineering Tool | Integrating Chaos Engineering with Your CI/CD Pipeline | Setting Up Chaos Experiments in a Controlled Environment | Hands-on Workshop: Running Your First Chaos Experiment Using Gremlin or Chaos Monkey | Defining Variables and Desired Outcomes for Experiments | Observing and Documenting Results | Integrating Monitoring and Logging Tools for Chaos Engineering Experiments | Common Observability Platforms: Prometheus, Grafana, ELK Stack, and Others | Building Dashboards to Track System Health During Experiments | Simulating Infrastructure Failures: Network Latency, Disk Failures, and API Failures | Testing System Failures in Distributed Systems (Microservices, Kubernetes, etc.) | Hypothesis-Driven Testing: How to Validate Assumptions with Chaos Experiments | Failure Injection Strategy: How Much Chaos Is Too Much? | Setting Up Safe Boundaries for Experiments | Understanding the Impact of Failure: Measuring and Controlling Risk | Applying Chaos Engineering in Kubernetes and Containerized Environments | Running Experiments in Cloud Platforms (AWS, GCP, Azure) | Dealing with Elastic Scaling and Auto-Healing During Chaos Experiments | Reviewing Successful Chaos Engineering Implementations (e.g., Netflix, Etsy) | Learning from Real-World Examples: What Went Wrong, and How Was It Fixed? | Building a Chaos Engineering Culture: Getting Buy-in from Stakeholders | Organizing Chaos Engineering Teams: Roles, Responsibilities, and Communication"
"corp-52","Writing clean automation code","Programming","corporate","notion_courses_enriched.json > syllabus_outline","60","Foundations of Clean Automation Code | Introduction to Clean Automation Code | Why Write Clean Automation Code? | Principles of Clean Code | Setting Up a Clean Test Automation Framework | Writing Maintainable Tests | Creating Modular and Reusable Test Scripts | Best Practices for Test Script Organization | Refactoring Techniques for Test Automation Code | Advanced Techniques for Clean Automation Code | Managing Test Data and Test Dependencies | Test Data Management in Automation | Managing Test Dependencies | Hands-On Exercise: | Error Handling and Debugging in Test Automation | Error Handling Strategies | Debugging Automation Code | Clean Code in Practice and Best Practices | Optimizing Test Automation Performance | Improving Test Execution Speed | Test Reporting and Logging | Clean Code Review and Final Project | Code Review Techniques | Importance of maintainability, readability, and scalability in automation projects | Long-term benefits of clean code: Easier debugging, faster collaboration, and lower technical debt | Common challenges in automation: Fragile tests, redundant code, lack of reusability | SOLID principles: Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion | DRY (Don’t Repeat Yourself) and KISS (Keep It Simple, Stupid) | Readability vs. Compactness: Striking a balance between writing simple code and keeping it concise | Design patterns in test automation: Page Object Model (POM), Factory Pattern, Singleton Pattern | Choosing the right tools: Selenium, Playwright, Appium, TestNG/JUnit, Cucumber | Structuring your test codebase for scalability: Folder structure, naming conventions, and modular design | How to create reusable components: Functions, utilities, and helper methods | Implementing parameterization and data-driven tests to avoid repetition | Leveraging configuration files for environment setup and test data | Organizing test cases: Categorization, grouping, and logical ordering | Naming conventions for test cases, methods, and classes to ensure clarity and consistency | Using comments and documentation in your test code effectively | Identifying and refactoring ""smelly"" code in test scripts | Extracting reusable components and reducing test duplication | Proper use of assertions and test validations | How to handle test data efficiently: Static vs dynamic data | Using external files (CSV, Excel, JSON) for data-driven tests | Handling sensitive data: Masking and encryption strategies | Importance of independent test cases: How to avoid dependencies and interlinking | Using before/after hooks to set up and tear down test environments | Participants will design a modular and data-driven test script that handles test data from external files. | Common automation failures: Network issues, element not found, timeouts | Implementing robust error handling and retries in your automation scripts | Creating custom error messages and logs for better troubleshooting | Using debugging tools: Breakpoints, loggers, and unit test debuggers | Analyzing and fixing common errors in automation scripts | Participants will debug a given automation script with intentional errors and implement error handling solutions. | Parallel test execution with Selenium Grid, TestNG, and JUnit | Reducing unnecessary waits and improving synchronization | Handling large test suites with optimizations like test prioritization and smart retries | Importance of clear and concise logs | Implementing detailed reporting with frameworks like Allure and Extent Reports | Customizing reports for better test result visibility | Participants will optimize an automation test suite to improve execution speed and reporting."
"corp-53","ISTQB Certifications - Basic, intermediate, and advanced","Certifications","corporate","notion_courses_enriched.json > syllabus_outline","0",""
"corp-54","Bootcamp to become an SDET","Automation","corporate","notion_courses_enriched.json > syllabus_outline","60","Introduction to Software Development and Testing Fundamentals | Day 1: Introduction to SDET Role | Basics of Software Development | Software Testing Fundamentals | Programming Basics for Test Automation | Java Programming Basics (or another chosen language) | Object-Oriented Programming (OOP) in Test Automation | Introduction to Test Automation | Introduction to Selenium WebDriver | Selenium WebDriver Basics | Advanced Selenium Concepts | Page Object Model (POM) | Advanced Automation with Selenium | Data-Driven Testing | Automation Frameworks | Handling Advanced Test Scenarios | Testing Web APIs | Introduction to RESTful APIs | API Testing with Postman | Automating API Tests | Test Automation with Cucumber | Introduction to BDD and Cucumber | Cucumber Integration with Selenium | Advanced Cucumber Features | Mobile Automation Testing | Understanding the Software Development Engineer in Test (SDET) role | Difference between QA, Developer, and SDET | Skills required to be a successful SDET: Programming, testing, automation, and collaboration | SDLC models: Waterfall, Agile, and DevOps | Overview of programming languages: Java, Python, JavaScript | Version control: Git, GitHub basics | Understanding development environments and IDEs (IntelliJ, VS Code, PyCharm) | Types of testing: Unit, integration, system, functional, non-functional | Types of test cases: Positive, negative, boundary, edge cases | Introduction to manual testing: Test case writing, defect reporting | Data types, variables, operators | Conditional statements, loops, and functions | Object-oriented programming concepts: Classes, objects, inheritance, polymorphism | OOP principles: Encapsulation, inheritance, polymorphism, and abstraction | Applying OOP in test automation | Hands-on practice with Java/Python for writing reusable test functions | Understanding test automation: Why automation is essential | Benefits and challenges of test automation | Tools and frameworks overview: Selenium, TestNG, JUnit, Cucumber | Introduction to Selenium WebDriver: Setup, browser interactions | Locators: ID, Name, XPath, CSS Selectors | Writing your first Selenium WebDriver test | Handling dynamic elements, wait strategies (Explicit, Implicit) | Actions class, keyboard, and mouse interactions | Working with pop-ups, alerts, and frames | Understanding the Page Object Model design pattern | Benefits of POM in test automation | Structuring tests using POM | Using TestNG, JUnit, or Cucumber for data-driven testing | Reading data from Excel, CSV, or JSON files | Writing parameterized tests | Building a test automation framework from scratch | Integrating with build tools: Maven, Gradle | Managing test dependencies and versions | File upload/download, file validation"
